frame,time_sec,anchor_x,anchor_y,tip_x,tip_y,quality,length_env_px,length_axis_px,length_axis_skeleton_px,length_axis_alt_px,length_axis_disagreement_px,centerline_disagreement,diameter_max_px,diameter_max_orth_px,diameter_max_thickness_px,diameter_max_feret_px,diameter_p95_px,diameter_peak_span_px,diameter_peak_pos_norm,area_proj_px2,area_proj_contour_px2,area_proj_definition_gap_px2,body_mask_area_px2,component_area_px2,excluded_attachment_area_px2,body_mask_attachment_leak_fraction,attachment_count,attachment_border_touch_count,attachment_max_elongation,attachment_max_solidity,attachment_max_orientation_mismatch_deg,attachment_max_distance_to_main_axis_px,x_peak_norm,taper_left_px,taper_right_px,landing_zone_left_px,landing_zone_right_px,transition_zone_left_px,transition_zone_right_px,compaction_zone_length_px,zone_symmetry,branch_count_after_pruning,endpoint_jump_px,axis_peak_position_stability,centerline_points,anchor_jump_px,tip_jump_px,length_axis_ref_px,length_env_ref_px,foreshortening_axis,foreshortening_env,temperature_c,length_env_true_px,length_axis_true_px,length_axis_alt_true_px,length_axis_definition_gap_true_px,diameter_true_px,diameter_max_orth_true_px,diameter_max_thickness_true_px,diameter_max_feret_true_px,diameter_p95_true_px,diameter_peak_span_true_px,diameter_peak_pos_norm_true,area_proj_true_px2,area_proj_contour_true_px2,area_proj_definition_gap_true_px2,body_mask_area_true_px2,body_mask_attachment_leak_fraction_true,x_peak_norm_true,taper_left_true_px,taper_right_true_px,landing_zone_left_true_px,landing_zone_right_true_px,transition_zone_left_true_px,transition_zone_right_true_px,compaction_zone_length_true_px,zone_symmetry_true,length_axis_ref_true_px,length_env_ref_true_px,foreshortening_axis_true,foreshortening_env_true,length_env_recovery,length_axis_recovery,diameter_max_recovery,area_proj_recovery,length_env_smooth,length_axis_smooth,diameter_max_smooth,area_proj_smooth_px2,compaction_zone_smooth,body_mask_area_smooth_px2,axis_definition_gap_smooth_px
0,0.0,401.5587984355855,269.2309082793955,876.8950114467716,257.30654967258903,0.993573767402417,487.27478675916836,476.1689310166286,463.24945621113875,463.24945621113875,12.91947480548987,0.027132124680849242,122.5,122.5,124.0,122.57072993963766,121.52499999999999,110.99996409477438,0.5418237739930616,41327.03347306854,41269.5,57.53347306854266,41769.0,42451.0,682.0,0.016065581493957738,2,0,1.8636363636363635,0.7320099255583127,3.78581990839563,11.895974021870947,0.5418237739930616,17.99972067950236,14.16942865708802,17.99972067950236,14.16942865708802,107.99995954551477,86.99990448633679,248.99991764818668,0.9478539117859305,0,7.898527069732777,0.4581762260069384,160,,,476.1811871023411,487.3434211954519,2.5738282075082886e-05,0.00014083382128193822,20.0,479.2813927401872,448.87708759593966,448.2007420886928,0.6763455072468787,119.9997738203686,119.9997738203686,119.9997738203686,123.6415731962418,119.72450629024524,104.4538670274944,0.572717085346165,39311.947251159945,42413.0,-3101.052748840055,42906.0,0.0,0.572717085346165,4.366238061555492,4.366147535760945,4.366238061555492,4.366147535760945,111.23660993283688,87.26168507180097,241.64640699398535,0.9465889080789712,448.87708759593966,479.3577751254786,0.0,0.0001593431654912,0.003951250668410948,0.0027760317246520202,0.0,0.0,487.27474131843366,476.16923946880684,123.0,41321.04005508448,245.99991555411884,41766.0,12.927354492132167
1,0.05,401.558798344036,269.2309082427684,876.8945104831297,257.3065334499984,0.9935644963723735,487.2747879164242,476.1695710857352,463.25103750778726,463.25103750778726,12.918533577947926,0.027130111545119965,122.5,122.5,124.0,122.5707351801901,121.52499999999999,110.99996409477706,0.5418230456713553,41327.04694793538,41269.5,57.54694793537783,41769.0,42452.0,683.0,0.01608875906906624,2,0,1.9090909090909092,0.7288557213930348,4.22508018141785,11.876971748389451,0.5418230456713553,17.99972067947875,14.170068145583173,17.99972067947875,14.170068145583173,107.99995954552895,86.99990508187642,248.9999176332679,0.9478553261164236,0,7.898527156510115,0.4581769543286447,160,9.860455424894957e-08,0.0005012262393005322,476.1811871023411,487.3434211954519,2.439411073040798e-05,0.00014083144666110492,20.09394572025052,479.2813927401872,448.8770813158432,448.2007358373641,0.6763454784791634,119.9997804137609,119.9997804137609,119.9997804137609,123.6415731962418,119.72451286851296,104.45386557007626,0.5727170853489753,39311.94886155259,42413.0,-3101.0511384474084,42906.0,0.0,0.5727170853489753,4.366238000234709,4.366147474444119,4.366238000234709,4.366147474444119,111.23660837351233,87.26168384806635,241.6464036195857,0.9465889080793434,448.87708759593966,479.3577751254786,1.3990681724251884e-08,0.0001593431654912,0.003951234587823079,0.0027671890549102736,0.0,0.0,487.2747416782877,476.16923946880684,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
2,0.1,401.5588020568732,269.2309097282614,876.8954055900355,257.30656039405017,0.9935825853417203,487.2747409585796,476.1688385342551,463.24170555589035,463.24170555589035,12.927132978364739,0.02714821284432869,123.0,123.0,124.0,122.57052264005006,121.5,101.99996320082286,0.5607247194612861,41318.03114744678,41266.5,51.53114744678169,41766.0,42447.0,681.0,0.016043536645699342,2,0,1.9090909090909092,0.7238805970149254,4.202981484023373,11.899786211762347,0.5607247194612861,17.999720680437715,14.169339954401835,17.999720680437715,14.169339954401835,107.99995762436309,89.99990469329475,245.9999155817577,0.9541540061203863,0,7.898523637218031,0.4392752805387139,160,3.998981068214568e-06,0.0008955123420068897,476.1811871023411,487.3434211954519,2.5932498848080243e-05,0.00014092780139274286,20.187891440501044,479.2813927401872,448.877074733716,448.2007292853877,0.6763454483283908,119.99978732425204,119.99978732425204,119.99978732425204,123.6415731962418,119.72451976315212,104.4538640425664,0.5727170853519202,39311.9505493945,42413.0,-3101.0494506054965,42906.0,0.0,0.5727170853519202,4.3662379359648895,4.366147410178428,4.3662379359648895,4.366147410178428,111.23660673919446,87.2616825654784,241.64640008289985,0.9465889080797342,448.87708759593966,479.3577751254786,2.8654221773116717e-08,0.0001593431654912,0.003951887088092371,0.0027773093852634834,0.0016797283399819273,0.0,487.2747416782877,476.1692669824336,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
3,0.15,401.55880642503377,269.2309114761055,876.8943110528602,257.30652232060095,0.9935731618253352,487.27468564762063,476.16923946880684,463.24166346290724,463.24166346290724,12.927576005899596,0.02714912038484683,123.0,123.0,124.0,122.57027256815523,121.5,101.99996317622617,0.5607242543141938,41319.53953997883,41265.5,54.03953997883218,41765.0,42447.0,682.0,0.01606709543666219,2,0,1.9090909090909092,0.7238805970149254,4.203667282588138,11.8843645398043,0.5607242543141938,17.99972068156604,14.16974870089092,17.99972068156604,14.16974870089092,107.99996251916298,89.99989381165238,245.99991375553452,0.9541548699942518,0,7.898519496782388,0.4392757456858062,160,4.704868291213474e-06,0.0010951991670917263,476.1811871023411,487.3434211954519,2.5090519864878758e-05,0.00014104129622327655,20.281837160751564,479.2813927401872,448.87706783503126,448.2007224183038,0.676345416727429,119.99979456709228,119.99979456709228,119.99979456709228,123.6415731962418,119.724526989378,104.45386244159296,0.5727170853550073,39311.95231841039,42413.0,-3101.047681589611,42906.0,0.0,0.5727170853550073,4.36623786860406,4.366147342821705,4.36623786860406,4.366147342821705,111.23660502627656,87.26168122120646,241.64639637612248,0.9465889080801436,448.87708759593966,479.3577751254786,4.4022983036740015e-08,0.0001593431654912,0.0039526556586255476,0.0027717704023742943,0.0016797283399819273,0.0,487.2747416782877,476.1692944960604,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
4,0.2,401.55880642503377,269.2309114761055,876.8943110528602,257.30652232060095,0.9935731618253352,487.27468564762063,476.16923946880684,463.24166346290724,463.24166346290724,12.927576005899596,0.02714912038484683,123.0,123.0,124.0,122.57027256815523,121.5,101.99996317622617,0.5607242543141938,41319.53953997883,41265.5,54.03953997883218,41765.0,42447.0,682.0,0.01606709543666219,2,0,1.9090909090909092,0.7238805970149254,4.203667282588138,11.8843645398043,0.5607242543141938,17.99972068156604,14.16974870089092,17.99972068156604,14.16974870089092,107.99996251916298,89.99989381165238,245.99991375553452,0.9541548699942518,0,7.898519496782388,0.4392757456858062,160,0.0,0.0,476.1811871023411,487.3434211954519,2.5090519864878758e-05,0.00014104129622327655,20.37578288100209,479.2813927401872,448.87706060456594,448.200715220959,0.6763453836069289,119.99980215826538,119.99980215826538,119.99980215826538,123.6415731962418,119.72453456313772,104.4538607636232,0.5727170853582422,39311.954172504265,42413.0,-3101.0458274957346,42906.0,0.0,0.5727170853582422,4.366237798003681,4.366147272225817,4.366237798003681,4.366147272225817,111.23660323097872,87.26167981228372,241.646392491074,0.9465889080805726,448.87708759593966,479.3577751254786,6.01308787206989e-08,0.0001593431654912,0.0039526556586255476,0.0027717704023742943,0.0016797283399819273,0.0,487.2747416782877,476.1692944960604,123.0,41322.540570190125,245.99991552647998,41766.0,12.927603519526372
5,0.25,401.558801999998,269.2309097055049,876.8944497897016,257.3065293744218,0.9935733132303053,487.2747416782877,476.1692944960604,463.24166346290724,463.24166346290724,12.927631033153148,0.02714923280980291,123.0,123.0,124.0,122.57052589595975,121.5,101.9999632008284,0.5607241825324538,41322.540570190125,41266.5,56.040570190125436,41766.0,42448.0,682.0,0.016066716924236713,2,0,1.9090909090909092,0.7238805970149254,4.202972554680883,11.880079812945329,0.5607241825324538,17.999720680423007,14.169806850699558,17.999720680423007,14.169806850699558,107.99995762437317,89.99989381408466,245.99991552647998,0.9541550076992783,0,7.898523691128293,0.4392758174675462,160,4.7661271233638254e-06,0.00013891604502103095,476.1811871023411,487.3434211954519,2.4974960378121303e-05,0.00014092632459417054,20.46972860125261,479.2813927401872,448.87705302636215,448.2007076774691,0.676345348892994,119.99981011452384,119.99981011452384,119.99981011452384,123.6415731962418,119.72454250114532,104.45385900495428,0.5727170853616331,39311.95611576763,42413.0,-3101.043884232364,42906.0,0.0,0.5727170853616331,4.366237724007867,4.366147198234671,4.366237724007867,4.366147198234671,111.23660134933888,87.26167833560106,241.6463884191797,0.946588908081022,448.87708759593966,479.3577751254786,7.701345972055408e-08,0.0001593431654912,0.003951877087426797,0.0027710101909768623,0.0016797283399819273,0.0,487.2747416782877,476.1692944960604,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
6,0.3,401.558801999998,269.2309097055049,876.8944497897016,257.3065293744218,0.9935733132303053,487.2747416782877,476.1692944960604,463.24166346290724,463.24166346290724,12.927631033153148,0.02714923280980291,123.0,123.0,124.0,122.57052589595975,121.5,101.9999632008284,0.5607241825324538,41322.540570190125,41266.5,56.040570190125436,41766.0,42448.0,682.0,0.016066716924236713,2,0,1.9090909090909092,0.7238805970149254,4.202972554680883,11.880079812945329,0.5607241825324538,17.999720680423007,14.169806850699558,17.999720680423007,14.169806850699558,107.99995762437317,89.99989381408466,245.99991552647998,0.9541550076992783,0,7.898523691128293,0.4392758174675462,160,0.0,0.0,476.1811871023411,487.3434211954519,2.4974960378121303e-05,0.00014092632459417054,20.563674321503132,479.2813927401872,448.8770450836972,448.20069977118754,0.6763453125096817,119.99981845342572,119.99981845342572,119.99981845342572,123.6415731962418,119.7245508209186,104.45385716170486,0.5727170853651873,39311.95815248908,42413.0,-3101.041847510918,42906.0,0.0,0.5727170853651873,4.366237646453399,4.366147120685014,4.366237646453399,4.366147120685014,111.23659937720454,87.2616767879,241.64638415145427,0.9465889080814937,448.87708759593966,479.3577751254786,9.470798045807528e-08,0.0001593431654912,0.003951877087426797,0.0027710101909768623,0.0016797283399819273,0.0,487.2747416782877,476.1692944960604,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
7,0.35,401.558801999998,269.2309097055049,876.8944497897016,257.3065293744218,0.9935733132303053,487.2747416782877,476.1692944960604,463.24166346290724,463.24166346290724,12.927631033153148,0.02714923280980291,123.0,123.0,124.0,122.57052589595975,121.5,101.9999632008284,0.5607241825324538,41322.540570190125,41266.5,56.040570190125436,41766.0,42448.0,682.0,0.016066716924236713,2,0,1.9090909090909092,0.7238805970149254,4.202972554680883,11.880079812945329,0.5607241825324538,17.999720680423007,14.169806850699558,17.999720680423007,14.169806850699558,107.99995762437317,89.99989381408466,245.99991552647998,0.9541550076992783,0,7.898523691128293,0.4392758174675462,160,0.0,0.0,476.1811871023411,487.3434211954519,2.4974960378121303e-05,0.00014092632459417054,20.657620041753653,479.2813927401872,448.87703675904265,448.2006914846657,0.6763452743769562,119.99982719337363,119.99982719337363,119.99982719337363,123.6415731962418,119.72455954081794,104.4538552298074,0.5727170853689119,39311.96028716327,42413.0,-3101.039712836733,42906.0,0.0,0.5727170853689119,4.366237565168966,4.3661470394055755,4.366237565168966,4.3661470394055755,111.23659731022364,87.26167516576481,241.6463796784797,0.9465889080819876,448.87708759593966,479.3577751254786,1.1325349058566304e-07,0.0001593431654912,0.003951877087426797,0.0027710101909768623,0.0016797283399819273,0.0,487.2747416782877,476.16925054077296,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
8,0.4,401.558801999998,269.2309097055049,876.8944497897016,257.3065293744218,0.9935825853417203,487.2747416782877,476.1692944960604,463.24166346290724,463.24166346290724,12.927631033153148,0.02714923280980291,123.0,123.0,124.0,122.57052589595975,121.5,101.9999632008284,0.5607241825324538,41322.540570190125,41266.5,56.040570190125436,41766.0,42447.0,681.0,0.016043536645699342,2,0,1.9090909090909092,0.7238805970149254,4.202972554680883,11.899374282004633,0.5607241825324538,17.999720680423007,14.169806850699558,17.999720680423007,14.169806850699558,107.99995762437317,89.99989381408466,245.99991552647998,0.9541550076992783,0,7.898523691128293,0.4392758174675462,160,0.0,0.0,476.1811871023411,487.3434211954519,2.4974960378121303e-05,0.00014092632459417054,20.751565762004176,479.2813927401872,448.87702803402783,448.2006827996174,0.6763452344104053,119.99983635365516,119.99983635365516,119.99983635365516,123.6415731962418,119.72456868008668,104.45385320499884,0.5727170853728157,39311.96252450107,42413.0,-3101.0374754989316,42906.0,0.0,0.5727170853728157,4.3662374799754105,4.366146954217413,4.3662374799754105,4.366146954217413,111.23659514383462,87.26167346561539,241.646374990385,0.9465889080825056,448.87708759593966,479.3577751254786,1.326909158105849e-07,0.0001593431654912,0.003951877087426797,0.0027710101909768623,0.0016797283399819273,0.0,487.2747416782877,476.16925054077296,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
9,0.45,401.558801999998,269.2309097055049,876.8944497897016,257.3065293744218,0.9935825853417203,487.2747416782877,476.1692944960604,463.24166346290724,463.24166346290724,12.927631033153148,0.02714923280980291,123.0,123.0,124.0,122.57052589595975,121.5,101.9999632008284,0.5607241825324538,41322.540570190125,41266.5,56.040570190125436,41766.0,42447.0,681.0,0.016043536645699342,2,0,1.9090909090909092,0.7238805970149254,4.202972554680883,11.899374282004633,0.5607241825324538,17.999720680423007,14.169806850699558,17.999720680423007,14.169806850699558,107.99995762437317,89.99989381408466,245.99991552647998,0.9541550076992783,0,7.898523691128293,0.4392758174675462,160,0.0,0.0,476.1811871023411,487.3434211954519,2.4974960378121303e-05,0.00014092632459417054,20.845511482254697,479.2813927401872,448.8770188893967,448.2006736968757,0.6763451925210688,119.99984595448548,119.99984595448548,119.99984595448548,123.6415731962418,119.72457825889366,104.4538510828098,0.5727170853769072,39311.96486943975,42413.0,-3101.0351305602526,42906.0,0.0,0.5727170853769072,4.366237390684489,4.366146864932091,4.366237390684489,4.366146864932091,111.23659287325654,87.26167168370034,241.64637007682325,0.9465889080830489,448.87708759593966,479.3577751254786,1.530631543733563e-07,0.0001593431654912,0.003951877087426797,0.0027710101909768623,0.0016797283399819273,0.0,487.2747416782877,476.16925054077296,123.0,41322.540570190125,245.99991552647998,41766.0,12.927576005899596
